"ID"	"log2FC"	"pvalue"	"padj"	"lfcSE"	"stat"	"observed_expression_in_control"
"ENSG00000008988"	-0.396443834583081	0.365040039533607	0.989959430947445	0.437671058084322	-0.905803176290221	"DOWN"
"ENSG00000034510"	-0.154892133635153	0.724826887323579	0.989959430947445	0.440015510087706	-0.352015167838695	"DOWN"
"ENSG00000063177"	-0.242401843206252	0.672891899351794	0.989959430947445	0.574163804562891	-0.422182382936507	"DOWN"
"ENSG00000071082"	-0.116151330793443	0.786632079312044	0.989959430947445	0.429098922034276	-0.27068660588284	"DOWN"
"ENSG00000083845"	0.429641565870575	0.480294982955139	0.989959430947445	0.608705583083833	0.70582819972493	"UP"
"ENSG00000087086"	0.0889400293933621	0.900141033159573	0.989959430947445	0.708780436475129	0.125483188892281	"UP"
"ENSG00000089009"	0.253323532096611	0.707419703912756	0.989959430947445	0.674946712054129	0.375323751597586	"UP"
"ENSG00000089157"	-0.24187316632292	0.623197468509741	0.989959430947445	0.492288750810182	-0.491323772734718	"DOWN"
"ENSG00000105193"	0.28288733276119	0.533835120599192	0.989959430947445	0.454684108012173	0.622162349148162	"UP"
"ENSG00000105372"	0.00541411968081143	0.989959430947445	0.989959430947445	0.430227456735455	0.0125843192851835	"UP"
"ENSG00000105640"	-0.321781118688773	0.469330176394591	0.989959430947445	0.444713596176545	-0.723569329688382	"DOWN"
"ENSG00000108107"	-0.104742276914903	0.838395345951423	0.989959430947445	0.513577347841029	-0.20394645004344	"DOWN"
"ENSG00000108298"	0.0704216385050147	0.890127517836391	0.989959430947445	0.50977402352902	0.138142853999319	"UP"
"ENSG00000108518"	0.594973853858684	0.451106059920106	0.989959430947445	0.78953781112084	0.753572337484445	"UP"
"ENSG00000109475"	0.161104983566665	0.78440747253815	0.989959430947445	0.588877238589725	0.273579912771783	"UP"
"ENSG00000110700"	0.0778405218612232	0.875654475119822	0.989959430947445	0.497446260420221	0.156480263406678	"UP"
"ENSG00000111640"	0.729030686479325	0.206435756061649	0.989959430947445	0.577026350205376	1.26342702758695	"UP"
"ENSG00000112306"	-0.00672268495490284	0.986421728239521	0.989959430947445	0.395018431544484	-0.0170186614549042	"DOWN"
"ENSG00000114391"	-0.197598351260451	0.723296448291911	0.989959430947445	0.558098162580821	-0.354056623922025	"DOWN"
"ENSG00000115268"	-0.0836705120526269	0.866235040219968	0.989959430947445	0.496729902447454	-0.168442672044447	"DOWN"
"ENSG00000116251"	-0.295486647377656	0.678898388962069	0.989959430947445	0.713793028710304	-0.413966844018562	"DOWN"
"ENSG00000118181"	0.52679609082011	0.402046738953151	0.989959430947445	0.628656372072176	0.837971448668668	"UP"
"ENSG00000122026"	0.203666217589649	0.703992238596413	0.989959430947445	0.536052711657851	0.379936922545864	"UP"
"ENSG00000122406"	-0.452583736166145	0.508719620400491	0.989959430947445	0.684868874767641	-0.66083268321939	"DOWN"
"ENSG00000124614"	-0.23600138486317	0.633981910611351	0.989959430947445	0.495666069979567	-0.476129796160747	"DOWN"
"ENSG00000125691"	-0.118064375179314	0.825805989033099	0.989959430947445	0.536452217495824	-0.220083674423871	"DOWN"
"ENSG00000130255"	0.109311842073605	0.829779308354257	0.989959430947445	0.508463541317697	0.214984621690516	"UP"
"ENSG00000131469"	0.0436305055456129	0.934138370168546	0.989959430947445	0.527963306871881	0.0826392762105351	"UP"
"ENSG00000133112"	-0.151791619088301	0.754544673258916	0.989959430947445	0.485496230853843	-0.312652518066607	"DOWN"
"ENSG00000134419"	-0.195389578866565	0.690350154013598	0.989959430947445	0.490460404676342	-0.398379924258113	"DOWN"
"ENSG00000136942"	0.267884253358853	0.58941622389123	0.989959430947445	0.496374084447714	0.539682190815646	"UP"
"ENSG00000137154"	0.151305029591376	0.759921588830145	0.989959430947445	0.495134397145649	0.30558375758909	"UP"
"ENSG00000137818"	0.725432561680161	0.213691832931869	0.989959430947445	0.58339005926389	1.24347775585257	"UP"
"ENSG00000138326"	0.0277847033202071	0.958262839281955	0.989959430947445	0.530914660605591	0.0523336524339228	"UP"
"ENSG00000140988"	0.0130548708050967	0.971408413270156	0.989959430947445	0.364234772526984	0.0358419123866861	"UP"
"ENSG00000142534"	-0.317517895736437	0.539012769213894	0.989959430947445	0.516872058695509	-0.614306558837393	"DOWN"
"ENSG00000142541"	-0.232345184822089	0.580487283128029	0.989959430947445	0.420402565156612	-0.552673090221354	"DOWN"
"ENSG00000142676"	-0.204343912880721	0.728559639284928	0.989959430947445	0.588815802379539	-0.347042168458999	"DOWN"
"ENSG00000142937"	0.350608988409132	0.516915169534751	0.989959430947445	0.540973181169111	0.648107892615714	"UP"
"ENSG00000143947"	-0.0491673556934374	0.930528467129018	0.989959430947445	0.563975423487594	-0.0871799614766706	"DOWN"
"ENSG00000144713"	0.0668791422293413	0.886051976981768	0.989959430947445	0.466701929369718	0.143301619343339	"UP"
"ENSG00000145425"	0.435346055310823	0.423386203499648	0.989959430947445	0.543801659360499	0.800560365745816	"UP"
"ENSG00000145592"	-0.364475233402401	0.407550494954452	0.989959430947445	0.440074846850555	-0.828211918974257	"DOWN"
"ENSG00000147403"	-0.216318819766849	0.66834042156798	0.989959430947445	0.504914312978589	-0.428426792836871	"DOWN"
"ENSG00000147604"	-0.172264086519304	0.793266968409924	0.989959430947445	0.657319244603736	-0.262070657345737	"DOWN"
"ENSG00000148303"	-0.303907133697554	0.687066007104407	0.989959430947445	0.754411701469323	-0.402839899097074	"DOWN"
"ENSG00000149273"	0.226631063550316	0.648395684466989	0.989959430947445	0.497006595266878	0.455992064710171	"UP"
"ENSG00000149806"	0.292081596742388	0.655250990252923	0.989959430947445	0.654188294553649	0.446479399240358	"UP"
"ENSG00000156482"	0.364419814375749	0.444496662975656	0.989959430947445	0.476601265487489	0.76462200326515	"UP"
"ENSG00000156508"	-0.442411926495665	0.3163560274294	0.989959430947445	0.441540213765425	-1.00197425444628	"DOWN"
"ENSG00000161016"	0.0810865913387955	0.881951514441552	0.989959430947445	0.546053161822094	0.148495782110706	"UP"
"ENSG00000161970"	-0.154176921096323	0.731050555104078	0.989959430947445	0.448542871467262	-0.343728394550077	"DOWN"
"ENSG00000162244"	0.0862933759871782	0.868248238763453	0.989959430947445	0.520203128131507	0.165884000538657	"UP"
"ENSG00000163584"	0.101691346216909	0.885892788948897	0.989959430947445	0.708634723843584	0.143503193952087	"UP"
"ENSG00000164587"	-0.0245681336309593	0.958204712286557	0.989959430947445	0.468798431005282	-0.0524066037897694	"DOWN"
"ENSG00000166441"	-0.078514253221503	0.843171964741393	0.989959430947445	0.396861723556562	-0.197837807380063	"DOWN"
"ENSG00000167526"	0.0971944057680228	0.814766533417499	0.989959430947445	0.414861830154665	0.234281388894678	"UP"
"ENSG00000167996"	0.449021380523177	0.343677527637542	0.989959430947445	0.474189480259176	0.946923960180975	"UP"
"ENSG00000168028"	0.186409458233621	0.729473331079296	0.989959430947445	0.539026413301128	0.345826203751324	"UP"
"ENSG00000170315"	0.0155990553702152	0.983184743941383	0.989959430947445	0.740120994723485	0.0210763584352085	"UP"
"ENSG00000171858"	-0.0233663587591448	0.95463598141185	0.989959430947445	0.410757405215767	-0.0568860316635574	"DOWN"
"ENSG00000171863"	-0.104971006839995	0.840304802583357	0.989959430947445	0.520938577367376	-0.201503615590302	"DOWN"
"ENSG00000172809"	0.253317364779508	0.559180399239714	0.989959430947445	0.433718551971244	0.584059325173396	"UP"
"ENSG00000174444"	-0.0701130639564556	0.929747231895234	0.989959430947445	0.795267532029734	-0.0881628648632347	"DOWN"
"ENSG00000174748"	-0.342665825617349	0.537471423199651	0.989959430947445	0.555697274481296	-0.616641184603979	"DOWN"
"ENSG00000177600"	0.0269311639172497	0.939918432608156	0.989959430947445	0.357308117103786	0.0753723820649368	"UP"
"ENSG00000177954"	-0.0616384035225213	0.879517507331049	0.989959430947445	0.406637035846918	-0.151580889316057	"DOWN"
"ENSG00000182899"	0.227111225151882	0.631608712612558	0.989959430947445	0.473677519450946	0.479463803591805	"UP"
"ENSG00000186468"	-0.106442098329509	0.82255639586335	0.989959430947445	0.47464082094919	-0.224258204586461	"DOWN"
"ENSG00000188846"	-0.272118750755862	0.70793173779093	0.989959430947445	0.726356463847708	-0.374635271109691	"DOWN"
"ENSG00000196262"	0.289192526610281	0.597892738683039	0.989959430947445	0.54830163034947	0.527433278697272	"UP"
"ENSG00000196531"	-0.347726885326268	0.65086966959433	0.989959430947445	0.7683648998685	-0.452554359765496	"DOWN"
"ENSG00000197728"	-0.185695144325968	0.721329441831853	0.989959430947445	0.520617351179662	-0.356682588287161	"DOWN"
"ENSG00000197756"	0.0408347655738941	0.910476195783169	0.989959430947445	0.363176125666206	0.112437912869375	"UP"
"ENSG00000197958"	-0.583729095566843	0.200825436183071	0.989959430947445	0.456322342532278	-1.27920340767788	"DOWN"
"ENSG00000198242"	0.288593361052943	0.550523106634291	0.989959430947445	0.483425038129305	0.596976445758176	"UP"
"ENSG00000198712"	-0.0928885889810096	0.784118749474173	0.989959430947445	0.339064402920727	-0.273955591270744	"DOWN"
"ENSG00000198727"	0.00778947464016178	0.987245057121498	0.989959430947445	0.487249287338044	0.0159866311610582	"UP"
"ENSG00000198755"	-0.226433356930358	0.702297338177032	0.989959430947445	0.592414520417876	-0.382221146049286	"DOWN"
"ENSG00000198763"	0.11386290166437	0.84538782374758	0.989959430947445	0.583892718121376	0.195006545090533	"UP"
"ENSG00000198804"	-0.0460008374673082	0.914262027547546	0.989959430947445	0.42726194340846	-0.10766425181784	"DOWN"
"ENSG00000198840"	-0.00985749729719506	0.976966436601122	0.989959430947445	0.341417094628014	-0.0288723015112502	"DOWN"
"ENSG00000198886"	0.127572903944346	0.814659233509348	0.989959430947445	0.544207466658251	0.2344196134017	"UP"
"ENSG00000198888"	0.401400961055917	0.431201406122753	0.989959430947445	0.509950274794077	0.787137454172382	"UP"
"ENSG00000198899"	0.217135195569672	0.640893236229452	0.989959430947445	0.465505563501883	0.466450269543973	"UP"
"ENSG00000198918"	-0.454894588067924	0.371826784816456	0.989959430947445	0.509368066629505	-0.893056745936132	"DOWN"
"ENSG00000198938"	-0.208458205540627	0.539689509541925	0.989959430947445	0.339905636091374	-0.61328258024115	"DOWN"
"ENSG00000204628"	-0.0541315926394487	0.94074229544703	0.989959430947445	0.728192506900016	-0.0743369261926245	"DOWN"
"ENSG00000213741"	0.160596731580583	0.681412224606598	0.989959430947445	0.391187190002161	0.410536785674643	"UP"
"ENSG00000221983"	-0.460045239388923	0.422470838557555	0.989959430947445	0.573520967100084	-0.80214197174877	"DOWN"
